,ID,Country,Date Start,Date end intended,Description of measure implemented,Implementing State/Province,Keywords,Target region,education_closure,outdoor_gatherings_banned,sports cancellation,compulsory isolation,international travel ban,business suspension,blanket isolation,blanket curfew,social distancing
97,,Israel,2020-03-19,,State of emergency declared. Israelis were not allowed to leave their homes unless absolutely necessary. Essential services would remain open.,,"social distancing, state of emergency",,,,,,,,,,1.0
112,,Hong Kong,2020-03-27,2020-04-12,"The ban on more than four people getting together in public places will apply both indoors and outdoors for two weeks from Sunday, with offenders liable to a fine of up to HK$25,000 and six months in prison.
Restaurants are being ordered to slash the maximum number of customers they can host at any one time by 50 percent, with a cap of four people at each table, and with tables placed at least 1.5 metres apart from each other.
Cinemas, gyms, amusement game centres and other entertainment venues are being told to close from 6pm on Saturday.",,"indoor person density, limited nonessential business suspension, outdoor gatherings banned, restaurant limitations, social distancing advice",,,1.0,,,,1.0,,,1.0
121,,Hong Kong,2020-03-21,2020-04-24,"- The exams for the Hong Kong Diploma of Secondary Education will be postponed and oral exams cancelled. The key tests, which are a reference for university enrollment, will be pushed back to April 24 and schools will remain closed until further notice.
- Only essential government services will be in operation as of Monday. Libraries, museums and leisure facilities will close, after they reopened at the start of March, as Lam urged private sector employers to roll out work-from-home arrangements.
- The government will give two face masks per day to seniors at elderly homes",,"general nonessential business suspension, public announcement, public mask and hygiene supply, remote work, school closure, social distancing, very large event cancellation or postponement, waste water treatment",,1.0,,,,,1.0,,,1.0
160,25,China,2020-02-01,,The Department of Civil Affairs of Hubei Province suspends all marriage registrations starting on 3 February 2020,Hubei,"social distancing, weddings canceled",,,,,,,,,,1.0
211,70,China,2020-02-12,,China National Railway Group stopped selling seatless tickets and initiated measures to control train occupancy.,,"public transport limitation lifted, social distancing",,,,,,,,,,1.0
266,127,Czechia,2020-03-10,,"the Security Council met. Subsequently, the Ministry of Health, based on an ongoing assessment of the situation, issued an extraordinary measure ordering, with effect from 10 March 2020, all providers of inpatient health services and social services facilities to ban visitors.",,"social distancing, visiting in hospital banned",,,,,,,,,,1.0
283,5,Portugal,2020-03-15,,"All national museums, monuments and palaces, under the supervision of the Directorate-General for Cultural Heritage (DGPC) are closed.",,"cultural activity limitation, limited nonessential business suspension, social distancing",,,,,,,1.0,,,1.0
298,170,Austria,2020-03-10,,The government asked the general public to avoid social contacts and announced even further restrictions to be made soon.[11],,"public announcement, social distancing",,,,,,,,,,1.0
303,174,Austria,2020-03-15,,"On 15 March, a ban was also announced for public gatherings of more than five people",,"outdoor gatherings banned, social distancing",,,1.0,,,,,,,1.0
386,262,France,2020-03-15,,"France’s centrist government has also banned gatherings of more than 100 people, while advising all citizens to keep a distance of 1 metre between them.",,"outdoor gatherings banned, social distancing",,,1.0,,,,,,,1.0
417,306,Greece,2020-03-09,,all sports games were to be played with no fans attending,,"social distancing, sports cancellation",,,,1.0,,,,,,1.0
460,339,Iceland,2020-03-13,,"Elementary schools and preschools will not be closed, but restrictions will be in place to maximize social distancing within schools",,social distancing,,,,,,,,,,1.0
463,349,Lithuania,2020-03-12,,"closed were all museums, cinemas, and gyms.",,"closure nonessential stores, limited nonessential business suspension, social distancing",,,,,,,1.0,,,1.0
467,354,Vatican City,2020-03-10,,Italy lockdown measures are also applied to the Vatican City.,,"blanket isolation - no symptoms, religious activity limitations, social distancing",,,,,,,,2.0,,1.0
473,365,Ireland,2020-03-15,2020-03-29,"The official statement cited difficulty in maintaining social distancing in bars and pubs. All pubs and nightclubs in Temple Bar, a hot-spot of Dublin's nightlife, announced that they would comply in response. Taoiseach Leo Varadkar stated that he ""may seek enforcement powers from Dáil/Seanad"" in order to compel pubs and bars to close.",,"compulsory isolation, social distancing",,,,,1.0,,,,,1.0
492,388,Ukraine,2020-03-17,,"All mass gatherings (cultural, entertainment, sports, social, religious, advertising and other) involving more than ten people are prohibited",,"cultural activity limitation, outdoor gatherings banned, religious activity cancellation, social distancing, sports cancellation",,,1.0,1.0,,,,,,1.0
514,392,Ukraine,2020-03-12,,Mass gatherings of more than 200 people banned.,,social distancing,,,,,,,,,,1.0
576,487,Czechia,2020-03-16,2020-03-24,"From 16 March 2020, from 0.00 to 24 March 2020 to 6.00, the free movement of persons within the territory of the Czech Republic is prohibited, with the exception of travel to work, medical facilities, family and other necessary trips.",,"domestic travel ban, social distancing",,,,,,,,,,1.0
594,573,Germany,2020-03-18,,Chancellor Angela Merkel urged all German citizens in a televised speech to help fight the spread of the coronavirus by sticking to rules aimed at reducing direct social contact,,"coronavirus education activities, public announcement, social distancing advice",,,,,,,,,,1.0
736,,Germany,2020-03-09,,"Minister Spahn appealed to everyone's personal responsibility to minimize the risk of infection - for example, travel less if possible, work from home or avoid public transport.",,social distancing advice,,,,,,,,,,1.0
740,,Germany,2020-03-12,,Chancellor Merkel also called for social contacts to be avoided wherever possible.,,"public announcement, social distancing advice",,,,,,,,,,1.0
857,823,Mexico,2020-03-23,2020-04-20,Voluntary social distancing program by the Health Ministry commences,,social distancing advice,,,,,,,,,,1.0
909,,US:Georgia,2020-03-20,,shelter in place,"Albany, Athens-Clark county, Bosnia, Dougherty County",social distancing,,,,,,,,,,1.0
1027,,US: Illinois,2020-03-21,,all individuals currently living within the State of Illinois are ordered to stay at home or at their place of residence,,"blanket curfew - no symptoms, social distancing",,,,,,,,,1.0,1.0
1042,,US:Maryland,2020-03-14,,", five of six Maryland casinos, announced they would limit the number of persons in their facilities by half to help practice social distancing.",,social distancing,,,,,,,,,,1.0
1087,,Singapore,2020-03-26,,Public venues should make sure there is at least 1 metre of space between people,,"social distancing, space minimum",,,,,,,,,,1.0
1092,,Singapore,2020-03-26,,Advisory against holding or attending social events with >10 people,,"outdoor gatherings banned, social distancing",,,1.0,,,,,,,1.0
1097,,South Korea,2020-03-22,,"If non-essential businesses unavoidably have to open, must comply- regular sanitizing, maintain social distance and wear mask. Failure to comply will result in penalty of 3000 USD and compensate disinfecting fees when positive patients occur. ",,"public facility cleaning, public mask encouragement, social distancing advice",,,,,,,,,,1.0
1098,,South Korea,2020-03-23,2020-04-05,strengthened social distancing in religious facilities and businesses for 15 days- no face-to-face religious services. ,,social distancing,,,,,,,,,,1.0
1105,,Afghanistan,2020-03-18,,"On 18 March, the Ministry of Interior Affairs banned all large gatherings, including the closure of venues that attract large crowds such as entertainment places, sports grounds, swimming pools, fitness clubs and wedding halls.",,"social distancing, sports cancellation, weddings canceled",,,,1.0,,,,,,1.0
1126,,US:Maryland,2020-03-17,,the number people allowed at Baltimore-Washington International Thurgood Marshall Airport was reduced,,social distancing,,,,,,,,,,1.0
1155,,Netherlands,2020-03-23,,"Shops and public transport companies must take measures to ensure people remain 1.5 metres apart. Companies which do not comply can be fined €4,000.",,"compulsory isolation, social distancing",,,,,1.0,,,,,1.0
1337,,Japan,2020-03-25,,Japanese government encourages all citizen to refrain non-essential outdoor activities and comply social distancing from this weekend. ,,social distancing advice,,,,,,,,,,1.0
1375,,South Africa,2020-03-26,2020-04-16,"On 23 March 2020, Ramaphosa issued a national stay-at-home order lasting 21 days from 26 March 2020 to 16 April 2020.",,social distancing,,,,,,,,,,1.0
1383,,US:New Jersey,2020-03-19,,Governor Murphy announced a statewide stay-at-home order that all non-essential businesses in the state would be closed indefinitely by 9 p.m. on the 21st. The state's libraries were also closed. Police academies were closed until April,,"blanket isolation - no symptoms, general nonessential business suspension, social distancing",,,,,,,1.0,2.0,,1.0
1393,,US:New York,2020-03-08,,"New York City issued new commuter guidelines amid the current outbreak, asking sick individuals to stay off public transit, encouraging citizens to avoid densely packed buses, subways, or trains",,"public transport occupancy tracing, social distancing advice, symptom isolation, voluntary isolation",,,,,,,,,,1.0
